iter	Logloss
181	0.2503259869
182	0.2502989906
183	0.2499767593
184	0.2497886312
185	0.2496235576
186	0.2494855564
187	0.2491934487
188	0.2489313328
189	0.2488498479
190	0.2488353548
191	0.2485872708
192	0.2485005824
193	0.2483536647
194	0.2482344156
195	0.2478218126
196	0.2475503449
197	0.2474463626
198	0.2471460514
199	0.2470659304
200	0.2469931377
201	0.2468445124
202	0.2464888451
203	0.2463083514
204	0.2462574483
205	0.246041973
206	0.2460126522
207	0.2458483222
208	0.2458024026
209	0.2456714092
210	0.2455634382
211	0.2452213075
212	0.2450975763
213	0.2448761408
214	0.2447111026
215	0.2442782042
216	0.2441069113
217	0.2437844469
218	0.2436860206
219	0.2435761128
220	0.2434520884
221	0.2433623497
222	0.2433492204
223	0.242819046
224	0.2427136591
225	0.2427097425
226	0.2426362426
227	0.2425464233
228	0.24228655
229	0.2422836601
230	0.2421587912
231	0.2420662796
232	0.2419513448
233	0.2417857319
234	0.2414161897
235	0.241260158
236	0.2410849966
237	0.2407499597
238	0.2405764115
239	0.2402995106
240	0.2402771584
241	0.2402003478
242	0.2401218575
243	0.2400524276
244	0.239997226
245	0.2397486693
246	0.2396715837
247	0.2394761755
248	0.239424891
249	0.2393544756
250	0.2388875442
251	0.2387703887
252	0.2385994235
253	0.2385631751
254	0.2385138084
255	0.2384507103
256	0.2381586502
257	0.2379023323
258	0.2378816854
259	0.2377975161
260	0.2377146916
261	0.2375685183
262	0.237446115
263	0.237426556
264	0.2372934146
265	0.2371839417
266	0.2368253086
267	0.2367095431
268	0.2365634383
269	0.2364820371
270	0.2362916819
271	0.2360068554
272	0.2359409785
273	0.2359329383
274	0.2358271277
275	0.235699502
276	0.2356493628
277	0.2355707702
278	0.2352636679
279	0.2351361809
280	0.2349865914
281	0.2346774374
282	0.2343512784
283	0.2340484993
284	0.2337987165
285	0.233630367
286	0.2334777509
287	0.2333850072
288	0.2333625694
289	0.2332195983
290	0.2331109001
291	0.2330820352
292	0.233051035
293	0.2330226129
294	0.2329686134
295	0.2328828007
296	0.2327651206
297	0.2327174987
298	0.2326523892
299	0.2326260378
300	0.232531343
301	0.2323675726
302	0.2323628142
303	0.2323467311
304	0.2322829747
305	0.232270421
306	0.2321840167
307	0.2319976359
308	0.2315658643
309	0.2315128731
310	0.2312082888
311	0.2311919234
312	0.2310399963
313	0.2309134979
314	0.2308055009
315	0.2308019003
316	0.2303184777
317	0.2302692689
318	0.2301599248
319	0.2301508962
320	0.2298855136
321	0.2297666826
322	0.2296859282
323	0.22961154
324	0.2295614207
325	0.2293295505
326	0.2290021601
327	0.2289552474
328	0.2288775542
329	0.2286653677
330	0.2285207966
331	0.2283944503
332	0.228130928
333	0.2279780547
334	0.2279071985
335	0.2278404579
336	0.2277683648
337	0.2277057188
338	0.2276237388
339	0.2275816028
340	0.2275112
341	0.2274464725
342	0.2272163945
343	0.2271126803
344	0.2269710963
345	0.2268316403
346	0.2266007807
347	0.2264594999
348	0.2263638681
349	0.2262152457
350	0.2259487275
351	0.2256114971
352	0.2254524126
353	0.2252388833
354	0.2248939727
355	0.2247668296
356	0.2246171227
357	0.2243772709
358	0.2242912336
359	0.2242700401
360	0.2240632984
361	0.2238492415
362	0.2237342316
363	0.2236267792
364	0.2235708057
365	0.223380521
366	0.223249895
367	0.2230665982
368	0.2230524024
369	0.2229231813
370	0.2228274104
371	0.222756881
372	0.2227036753
373	0.2226984025
374	0.2224654368
375	0.2222581135
376	0.2221595443
377	0.2221430115
378	0.2219637625
379	0.2219581481
380	0.2219077813
381	0.2218623815
382	0.2215521475
383	0.2214978629
384	0.2214291029
385	0.2211696875
386	0.2209307048
387	0.2206859614
388	0.2206419308
389	0.2206046473
390	0.2205275108
391	0.2204128583
392	0.2202974449
393	0.2200476344
394	0.2198459605
395	0.2198003376
396	0.2197315669
397	0.2196977953
398	0.2196192185
399	0.2195994346
400	0.219427274
401	0.219417156
402	0.2193218835
403	0.2192191748
404	0.2191753799
405	0.2188918627
406	0.2188042666
407	0.218788713
408	0.2185471998
409	0.2183511492
410	0.2180989343
411	0.2179533044
412	0.2178966469
413	0.2178225285
414	0.2175953995
415	0.2175820689
416	0.2175393725
417	0.2174834697
418	0.2173943951
419	0.2172910266
420	0.2172708862
421	0.2172511619
422	0.2171129595
423	0.2169722088
424	0.2168411438
425	0.216803853
426	0.2166557576
427	0.2166325059
428	0.2166067143
429	0.2165576694
430	0.2165299942
431	0.2164468599
432	0.2163375713
433	0.2162172559
434	0.2161722882
435	0.2161334272
436	0.2159395309
437	0.2157920599
438	0.2157143498
439	0.2155982047
440	0.2154213509
441	0.2152590467
442	0.2151843109
443	0.2151492174
444	0.2149411769
445	0.2148793596
446	0.2147187318
447	0.2145932648
448	0.2143148552
449	0.2140849608
450	0.2140722016
451	0.214020666
452	0.2137316865
453	0.2135666329
454	0.2134605489
455	0.2133960751
456	0.2133282593
457	0.2132956387
458	0.2131467879
459	0.2129161703
460	0.212738205
461	0.2125287898
462	0.2124285047
463	0.2122479627
464	0.2121314877
465	0.2120086241
466	0.2118761804
467	0.2116039108
468	0.2115440565
469	0.2114206144
470	0.2114136318
471	0.2112967904
472	0.2111828937
473	0.2111396036
474	0.2110011192
475	0.2109207688
476	0.2108237144
477	0.2107607354
478	0.2106798342
479	0.2104577589
480	0.2103150806
481	0.210232224
482	0.209873288
483	0.2096835385
484	0.2095966191
485	0.209477622
486	0.2093301974
487	0.2091531496
488	0.209091854
489	0.2088763768
490	0.208711117
491	0.2086539506
492	0.2085017744
493	0.2084049761
494	0.2082485679
495	0.2081092144
496	0.2079577322
497	0.2078681671
498	0.2076208846
499	0.2076095017
500	0.2074894563
501	0.207383476
502	0.2072970544
503	0.2069840888
504	0.2069562894
505	0.2067856683
506	0.2067351629
507	0.2065881138
508	0.2064632661
509	0.2063659148
510	0.2060002278
511	0.2059080349
512	0.2058801729
513	0.2058243038
514	0.2057950451
515	0.2057292471
516	0.2056600861
517	0.2056186841
518	0.2055882559
519	0.2055446077
520	0.2053312014
521	0.2052007073
522	0.2050635599
523	0.204759145
524	0.2044157569
525	0.2043987234
526	0.2042364208
527	0.2040268912
528	0.2040225381
529	0.2036634909
530	0.2036460733
531	0.2036266026
532	0.2034312279
533	0.2034233214
534	0.2032358489
535	0.2032190513
536	0.2031450125
537	0.2030584055
538	0.2030037863
539	0.2028622893
540	0.2027245842
541	0.2026599378
542	0.202642478
543	0.202539822
544	0.2023592373
545	0.2022625374
546	0.2021893198
547	0.2019891399
548	0.2018882771
549	0.2017477947
550	0.2014811841
551	0.2012479069
552	0.2011369931
553	0.2009701095
554	0.2007723669
555	0.2006254106
556	0.2004163537
557	0.2002142765
558	0.2002076117
559	0.2000463169
560	0.1999912531
561	0.1998610453
562	0.1998339188
563	0.1996630921
564	0.1995986976
565	0.1995917923
566	0.1995614018
567	0.1994943724
568	0.1993767513
569	0.1992619962
570	0.1992421281
571	0.1991271489
572	0.1990432402
573	0.1989814696
574	0.1989101852
575	0.1988076256
576	0.1986004096
577	0.1984580286
578	0.1983920195
579	0.1982273088
580	0.1980391849
581	0.1977689655
582	0.1976532133
583	0.1975498603
584	0.197335562
585	0.1972974861
586	0.197171572
587	0.1971280946
588	0.1969300326
589	0.1968451384
590	0.1967216826
591	0.1966606493
592	0.1963869262
593	0.1963543715
594	0.1961543773
595	0.1961400942
596	0.1959989359
597	0.1959218706
598	0.1958651665
599	0.1957127574
600	0.1956789439
601	0.1956037087
602	0.1954924598
603	0.1953737603
604	0.1952843024
605	0.1952449261
606	0.1951902204
607	0.1950767058
608	0.1950046496
609	0.1948842437
610	0.1948150964
611	0.1947453445
612	0.1946747072
613	0.1945589621
614	0.1942652403
615	0.1941834483
616	0.1941201343
617	0.1940234306
618	0.1939398154
619	0.1938463394
620	0.1937881551
621	0.1937341024
622	0.1935833016
623	0.1935032412
624	0.1933933383
625	0.1932495224
626	0.1932390453
627	0.1931743018
628	0.1930417515
629	0.1928550382
630	0.1926921899
631	0.1926773027
632	0.1925975916
633	0.1924920616
634	0.192436334
635	0.1923704445
636	0.19231408
637	0.1922701782
638	0.1922511786
639	0.1921093357
640	0.1919465927
641	0.1918342552
642	0.1917743839
643	0.1917523209
644	0.1915508136
645	0.1912891885
646	0.1910355592
647	0.1910007224
648	0.190938875
649	0.1907476427
650	0.1906604351
651	0.1906543121
652	0.1905289728
653	0.1904582168
654	0.1903223564
655	0.1902180522
656	0.1900216742
657	0.1899712632
658	0.1899513813
659	0.189921275
660	0.1895905972
661	0.1895678429
662	0.1892914495
663	0.1892426704
664	0.1892120392
665	0.1891119486
666	0.1889306152
667	0.1888164932
668	0.1886987692
669	0.1886806274
670	0.188661373
671	0.188639497
672	0.1886067504
673	0.1885703367
674	0.1885363678
675	0.1885118164
676	0.18845132
677	0.1883829929
678	0.1882627372
679	0.1881504132
680	0.188004982
681	0.187983923
682	0.1877235104
683	0.1876465173
684	0.1875598404
685	0.1875094454
686	0.187478359
687	0.1873134569
688	0.1872667408
689	0.1872139742
690	0.1870649651
691	0.1870316358
692	0.1869681354
693	0.1867880747
694	0.1867627066
695	0.1867065689
696	0.1865702165
697	0.1865204016
698	0.1864734977
699	0.186470236
700	0.1864039282
701	0.1863336133
702	0.186197888
703	0.1861839391
704	0.1861658245
705	0.1861310127
706	0.1860260541
707	0.1859734608
708	0.185828035
709	0.1857273489
710	0.1856580106
711	0.1856388734
712	0.1855869823
713	0.1855445785
714	0.1854556001
715	0.1854451015
716	0.1852297766
717	0.1851590707
718	0.1850981453
719	0.1848603113
720	0.1847367838
721	0.1846793764
722	0.1845285392
723	0.1844901738
724	0.1843950962
725	0.1843895195
726	0.1842923731
727	0.1842804802
728	0.1842749329
729	0.1842557844
730	0.1842167845
731	0.1841902779
732	0.1841302651
733	0.1840775461
734	0.1839105086
735	0.1838843153
736	0.1838426582
737	0.1838017193
738	0.1836766381
739	0.1836529902
740	0.1834956258
741	0.1834497465
742	0.1834162714
743	0.1833275926
744	0.1831967712
745	0.183086759
746	0.1829016408
747	0.1828773572
748	0.1827968508
749	0.182734733
750	0.1826430728
751	0.1825984689
752	0.1825895701
753	0.1825453713
754	0.182387466
755	0.182312099
756	0.182238637
757	0.1821268181
758	0.1820399867
759	0.1820088555
760	0.1819922244
761	0.1819677981
762	0.1817594284
763	0.1816841446
764	0.1816500583
765	0.1815911411
766	0.1815215956
767	0.1814544682
768	0.1813093219
769	0.1812452259
770	0.1812044302
771	0.1811114631
772	0.1810668546
773	0.1809283037
774	0.1808944244
775	0.1808399376
776	0.1807976301
777	0.1805194467
778	0.1804665218
779	0.1803621599
780	0.1802725985
781	0.1802305313
782	0.1800619162
783	0.1800016438
784	0.1798576182
785	0.17980455
786	0.1797427638
787	0.179705349
788	0.1796855525
789	0.1794711097
790	0.1792217102
791	0.1791289304
792	0.1790190778
793	0.1790124854
794	0.1789338817
795	0.1789044161
796	0.1788864335
797	0.1788864315
798	0.1787664887
799	0.1787134601
800	0.1786473202
801	0.1786227686
802	0.1785808419
803	0.1784835399
804	0.1784258819
805	0.1783036112
806	0.1782121202
807	0.1781719746
808	0.1779630569
809	0.1778594738
810	0.1778419663
811	0.1777975181
812	0.1777118429
813	0.1776238882
814	0.1775996966
815	0.1775337394
816	0.1774336017
817	0.177352873
818	0.1772905726
819	0.1772898853
820	0.1772084214
821	0.1771311785
822	0.1771208839
823	0.1769078212
824	0.1767077205
825	0.1765413528
826	0.1765263126
827	0.1765005822
828	0.1764313956
829	0.1762995295
830	0.1762672671
831	0.1761604864
832	0.1761604586
833	0.1759321074
834	0.1758636887
835	0.1758636264
836	0.1757089211
837	0.1756423807
838	0.1756005745
839	0.1755894463
840	0.1755572655
841	0.1754216567
842	0.1753893321
843	0.1753646407
844	0.1753140148
845	0.175221538
846	0.175103373
847	0.1750870533
848	0.1750515179
849	0.1748870869
850	0.1748033291
851	0.1747921397
852	0.1745921417
853	0.1745424179
854	0.1743562655
855	0.1743214363
856	0.1743037614
857	0.1740951824
858	0.1739884814
859	0.1739656132
860	0.1737873361
861	0.1736700025
862	0.1736272814
863	0.1736030131
864	0.1734992393
865	0.1734819635
866	0.173365397
867	0.1733269801
868	0.1732638996
869	0.1731390211
870	0.1730758419
871	0.1729907809
872	0.1729386131
873	0.1727670213
874	0.1727168511
875	0.1726099246
876	0.1725562585
877	0.1725303375
878	0.1725180198
879	0.1723184583
880	0.1721993951
881	0.1721561874
882	0.1720107713
883	0.171970086
884	0.1719537582
885	0.171917399
886	0.1718545251
887	0.1717922768
888	0.1717169532
889	0.1716718655
890	0.1715482346
891	0.1714402411
892	0.171414477
893	0.171322666
894	0.171319177
895	0.171319169
896	0.1712980329
897	0.1712717773
898	0.1711986759
899	0.1710829444
900	0.1710109385
901	0.1709264875
902	0.1708181584
903	0.1707784539
904	0.1706159655
905	0.1706017386
906	0.1705911427
907	0.1705071807
908	0.1704496496
909	0.1703475728
910	0.1701673942
911	0.1701599346
912	0.1700712816
913	0.1700671498
914	0.1699654756
915	0.1698230316
916	0.1698043142
917	0.1697685853
918	0.1697313046
919	0.1696638157
920	0.1696561057
921	0.1694918979
922	0.1694399066
923	0.1694329341
924	0.1694306746
925	0.1693620094
926	0.1692009596
927	0.1691421912
928	0.169036691
929	0.1689895053
930	0.168948197
931	0.1689390058
932	0.1689183695
933	0.168863947
934	0.1688146039
935	0.1687817595
936	0.1686676706
937	0.1686607374
938	0.1686580423
939	0.1686319144
940	0.16859181
941	0.1683997888
942	0.1683705044
943	0.1683383792
944	0.168221039
945	0.1681881832
946	0.1681838267
947	0.1680890198
948	0.1680739011
949	0.1679863009
950	0.1679127915
951	0.1678394967
952	0.1677886484
953	0.1677634098
954	0.1677167719
955	0.1676297824
956	0.1674663951
957	0.167451359
958	0.1673030264
959	0.1672783902
960	0.1671247082
961	0.1670688455
962	0.1670023867
963	0.1668555776
964	0.1668236623
965	0.1666484168
966	0.1665963785
967	0.1664633985
968	0.1662313587
969	0.1662274592
970	0.1661649494
971	0.16615525
972	0.1661064533
973	0.1660344839
974	0.1660000248
975	0.1659823052
976	0.1657788842
977	0.1657184127
978	0.165670894
979	0.1654074459
980	0.1653850924
981	0.1653057682
982	0.165299506
983	0.165243671
984	0.1650934905
985	0.1650484316
986	0.1649790882
987	0.1649035544
988	0.1647140807
989	0.1645514219
990	0.1644888024
991	0.164332086
992	0.1643114722
993	0.1642187289
994	0.1641776722
995	0.1641051178
996	0.1640040333
997	0.1639063417
998	0.1638557647
999	0.1638486644
